MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
70.0,0.259,86.0,22420.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.0458,0.0875,0.1256,0.2426,0.1593,6.0,6.0,1918.0,1950.0,0.1921,0.1048,0.06,0.0556,0.1548,0.0,0.1736,0.2509,0.1369,0.2273,0.2666,0.178,0.1333,1128.0,0.1584,0.0,242.0,1370.0,0.2333,0.1963,0.3612,0.1632,1370.0,1254.0,0.0,2624.0,1.0,0.0,2.0,1.0,4.0,1.0,0.178,10.0,0.1814,1.0,0.2122,0.1201,1918.0,0.2067,3.0,864.0,0.193,0.2296,0.2652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,0.1035,0.1726
50.0,0.259,60.0,8160.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0279,0.1133,0.1256,0.2426,0.1086,5.0,6.0,1940.0,1950.0,0.1505,0.1048,0.0599,0.0534,0.1548,0.0,0.1736,0.2509,0.1369,0.1578,0.2666,0.178,0.1441,312.0,0.1584,0.0,444.0,756.0,0.2548,0.1709,0.3612,0.1438,756.0,378.0,0.0,1134.0,1.0,0.0,1.0,1.0,3.0,1.0,0.178,7.0,0.1814,0.0,0.0,0.1201,1940.0,0.2067,1.0,240.0,0.193,0.2296,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,0.1035,0.1026
20.0,0.259,65.0,8450.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0317,0.1133,0.1256,0.2426,0.1335,5.0,6.0,1968.0,1968.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.1333,775.0,0.1584,0.0,281.0,1056.0,0.2548,0.2964,0.6388,0.2496,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,0.178,6.0,0.1814,1.0,0.1568,0.1817,1968.0,0.2067,1.0,304.0,0.193,0.2296,0.4298,0.0,85.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2010.0,0.1035,0.1726
90.0,0.1713,78.0,7060.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.034,0.1133,0.1256,0.1744,0.1025,7.0,5.0,1997.0,1998.0,0.1505,0.1048,0.0856,0.0765,0.2028,200.0,0.1736,0.2303,0.2331,0.2273,0.3102,0.2769,0.2099,1309.0,0.1584,0.0,35.0,1344.0,0.2548,0.2964,0.6388,0.2496,1344.0,0.0,0.0,1344.0,2.0,0.0,2.0,0.0,2.0,2.0,0.178,8.0,0.1814,0.0,0.0,0.1817,1997.0,0.3491,4.0,784.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,0.1035,0.1649
20.0,0.259,84.43292423824914,16635.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1837,0.3097,0.0411,0.1133,0.1256,0.2426,0.1335,6.0,7.0,1977.0,2000.0,0.1505,0.1048,0.0928,0.082,0.2631,126.0,0.2786,0.2509,0.155,0.2273,0.2666,0.178,0.1441,1246.0,0.1584,0.0,356.0,1602.0,0.2548,0.2163,0.6388,0.2496,1602.0,0.0,0.0,1602.0,0.0,1.0,2.0,0.0,3.0,1.0,0.2698,8.0,0.1814,1.0,0.1928,0.1817,1977.0,0.3491,2.0,529.0,0.193,0.2296,0.4298,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,0.1035,0.1726
20.0,0.259,100.0,21750.0,0.5818,0.0,0.1993,0.3053,0.5682,0.1826,0.3386,0.034,0.0829,0.1256,0.2426,0.1335,5.0,5.0,1954.0,1954.0,0.1921,0.1048,0.0653,0.0598,0.1548,0.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,988.0,988.0,0.2548,0.2964,0.6388,0.1632,988.0,0.0,0.0,988.0,0.0,0.0,1.0,0.0,2.0,1.0,0.178,4.0,0.1814,0.0,0.0,0.1817,1954.0,0.2939,2.0,520.0,0.193,0.2296,0.2652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,0.1035,0.1726
60.0,0.259,80.0,9200.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0729,0.1133,0.1256,0.2426,0.1593,8.0,5.0,1998.0,1998.0,0.1505,0.1048,0.0856,0.0765,0.2028,473.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.178,0.2099,986.0,0.1584,0.0,484.0,1470.0,0.2548,0.2163,0.6388,0.2496,1470.0,1160.0,0.0,2630.0,1.0,0.0,2.0,1.0,4.0,1.0,0.2698,8.0,0.1814,1.0,0.1928,0.1817,1998.0,0.3491,3.0,696.0,0.193,0.2296,0.4298,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.1035,0.1726
20.0,0.259,72.0,9000.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0317,0.1133,0.1256,0.2426,0.1335,6.0,5.0,1956.0,1956.0,0.1505,0.1048,0.06,0.0529,0.2028,74.0,0.1736,0.2509,0.155,0.2273,0.2666,0.178,0.1354,616.0,0.1584,0.0,580.0,1196.0,0.2548,0.2163,0.6388,0.1632,1196.0,0.0,0.0,1196.0,1.0,0.0,1.0,0.0,2.0,1.0,0.178,6.0,0.1814,1.0,0.2122,0.1817,1956.0,0.2939,1.0,297.0,0.193,0.2296,0.4298,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,0.1035,0.1726
60.0,0.1713,60.0,3378.0,0.5818,0.4211,0.1993,0.3053,0.5682,0.1826,0.3097,0.0279,0.1133,0.1256,0.2426,0.1593,7.0,8.0,1946.0,1992.0,0.1505,0.1048,0.0653,0.0598,0.1548,0.0,0.1736,0.2303,0.155,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,651.0,651.0,0.2548,0.2163,0.6388,0.2496,707.0,682.0,0.0,1389.0,0.0,0.0,1.0,1.0,3.0,1.0,0.178,6.0,0.1814,2.0,0.2122,0.1201,1947.0,0.2067,1.0,240.0,0.193,0.2296,0.305,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,0.1035,0.1726
80.0,0.259,80.64111735777628,12800.0,0.5818,0.0,0.1993,0.2685,0.5682,0.1826,0.3386,0.0406,0.1133,0.1256,0.2426,0.1264,7.0,5.0,1989.0,1989.0,0.1505,0.1048,0.06,0.0529,0.2028,145.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.2769,0.2099,1518.0,0.1584,0.0,0.0,1518.0,0.2548,0.2163,0.6388,0.2496,1644.0,0.0,0.0,1644.0,1.0,1.0,2.0,0.0,2.0,1.0,0.2698,5.0,0.1814,1.0,0.1928,0.1817,1989.0,0.3491,2.0,569.0,0.193,0.2296,0.4298,80.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,0.1035,0.1726
20.0,0.259,77.0,8593.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.0317,0.1133,0.1256,0.2426,0.1335,4.0,6.0,1957.0,1957.0,0.1921,0.1048,0.0599,0.0534,0.1548,0.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.131,288.0,0.1584,0.0,619.0,907.0,0.2548,0.2964,0.6388,0.2496,907.0,0.0,0.0,907.0,0.0,0.0,1.0,0.0,3.0,1.0,0.178,5.0,0.1814,0.0,0.0,0.1201,1964.0,0.2067,1.0,352.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,0.1035,0.1726
20.0,0.259,64.0,6762.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.043,0.1133,0.1256,0.2426,0.1335,7.0,5.0,2007.0,2007.0,0.1505,0.1048,0.0856,0.0765,0.2028,108.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.178,0.2099,664.0,0.1584,0.0,544.0,1208.0,0.2548,0.2964,0.6388,0.2496,1208.0,0.0,0.0,1208.0,1.0,0.0,2.0,0.0,2.0,1.0,0.2698,6.0,0.1814,0.0,0.0,0.1817,2007.0,0.2939,2.0,628.0,0.193,0.2296,0.4298,105.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2007.0,0.1641,0.2682
20.0,0.259,130.0,11457.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1875,0.3097,0.0527,0.1133,0.1256,0.2426,0.1335,6.0,5.0,1988.0,1988.0,0.1505,0.1048,0.0653,0.0598,0.1548,0.0,0.1736,0.2509,0.155,0.2273,0.2666,0.2071,0.2099,1005.0,0.1584,0.0,387.0,1392.0,0.2548,0.1963,0.6388,0.2496,1412.0,0.0,0.0,1412.0,1.0,0.0,2.0,0.0,3.0,1.0,0.2698,6.0,0.1814,1.0,0.1928,0.1817,1988.0,0.2067,2.0,576.0,0.193,0.2296,0.4298,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,0.1035,0.1726
160.0,0.1713,21.0,1680.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0227,0.1133,0.1256,0.1775,0.1593,6.0,5.0,1971.0,1971.0,0.1505,0.1048,0.0653,0.0598,0.2028,232.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.1441,387.0,0.1584,0.0,96.0,483.0,0.2548,0.1963,0.6388,0.2496,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,0.178,4.0,0.1814,0.0,0.0,0.1201,1971.0,0.2067,1.0,264.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,0.0859,0.1443
50.0,0.1713,60.0,5586.0,0.5818,0.0,0.2493,0.1887,0.5682,0.1826,0.3097,0.0279,0.0875,0.1256,0.2426,0.1086,6.0,7.0,1920.0,1998.0,0.1505,0.1048,0.0599,0.0534,0.1548,0.0,0.1736,0.2509,0.1369,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,901.0,901.0,0.2548,0.2163,0.6388,0.2496,1088.0,110.0,0.0,1198.0,0.0,0.0,1.0,0.0,4.0,1.0,0.178,7.0,0.1814,0.0,0.0,0.0925,1968.9344973846491,0.1503,0.0,0.0,0.1064,0.1263,0.2652,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.247,0.0,0.0,9.0,2008.0,0.0828,0.1443
160.0,0.1713,24.0,1920.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0227,0.1133,0.1256,0.2377,0.1593,5.0,5.0,1971.0,1971.0,0.1505,0.1048,0.0653,0.0598,0.2028,376.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.1441,471.0,0.1584,0.0,294.0,765.0,0.2548,0.2964,0.6388,0.2496,765.0,600.0,0.0,1365.0,1.0,0.0,1.0,1.0,2.0,1.0,0.178,6.0,0.1448,0.0,0.0,0.1201,1971.0,0.2067,2.0,440.0,0.193,0.2296,0.4298,240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,0.1035,0.1726
60.0,0.259,100.0,10839.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1875,0.3097,0.0419,0.1133,0.1256,0.2426,0.1593,6.0,5.0,1997.0,1998.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.1736,0.2509,0.2331,0.2273,0.2666,0.178,0.1522,0.0,0.1584,0.0,926.0,926.0,0.2548,0.2964,0.6388,0.2496,926.0,678.0,0.0,1604.0,0.0,0.0,2.0,1.0,3.0,1.0,0.178,7.0,0.1814,1.0,0.1928,0.1817,1997.0,0.3491,2.0,470.0,0.193,0.2296,0.4298,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,0.1035,0.1726
180.0,0.1713,21.0,1890.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0214,0.1133,0.1256,0.1775,0.1025,4.0,7.0,1972.0,1972.0,0.1505,0.1048,0.0928,0.082,0.1548,0.0,0.1736,0.2303,0.155,0.2273,0.2666,0.222,0.1441,495.0,0.1584,0.0,135.0,630.0,0.2548,0.2163,0.6388,0.2496,630.0,0.0,0.0,630.0,1.0,0.0,1.0,0.0,1.0,1.0,0.178,3.0,0.1814,0.0,0.0,0.0925,1976.882578940338,0.1503,0.0,0.0,0.1064,0.1263,0.4298,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.1035,0.1726
60.0,0.259,43.0,10667.0,0.5818,0.0,0.2901,0.2376,0.5682,0.2311,0.3097,0.043,0.1321,0.1256,0.2426,0.1593,7.0,6.0,1996.0,1996.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.222,0.2099,385.0,0.18,344.0,70.0,799.0,0.2548,0.2964,0.6388,0.2496,827.0,834.0,0.0,1661.0,1.0,0.0,2.0,1.0,3.0,1.0,0.2698,6.0,0.1814,1.0,0.1928,0.1817,1996.0,0.2939,2.0,550.0,0.193,0.2296,0.4298,158.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,0.0858,0.1726
50.0,0.1713,40.0,4400.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0279,0.1133,0.1256,0.2426,0.1086,6.0,8.0,1920.0,1950.0,0.1505,0.1048,0.0653,0.0556,0.1548,0.0,0.1736,0.2509,0.1369,0.1297,0.2666,0.178,0.1522,0.0,0.1584,0.0,648.0,648.0,0.2548,0.1963,0.6388,0.1632,734.0,384.0,0.0,1118.0,0.0,0.0,1.0,0.0,2.0,1.0,0.178,6.0,0.1814,0.0,0.0,0.1201,1990.0,0.2067,2.0,440.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,0.1035,0.1726
45.0,0.1713,50.0,6000.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0271,0.1133,0.1256,0.2426,0.0835,6.0,7.0,1926.0,2004.0,0.1505,0.1048,0.06,0.0529,0.1548,0.0,0.2786,0.2509,0.2331,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,884.0,884.0,0.2548,0.2163,0.6388,0.2496,904.0,0.0,0.0,904.0,0.0,0.0,1.0,0.0,2.0,1.0,0.178,4.0,0.1814,0.0,0.0,0.1201,1926.0,0.2067,1.0,180.0,0.193,0.2296,0.4298,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,0.1035,0.1726
30.0,0.259,40.0,4280.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0458,0.1133,0.1256,0.2426,0.1335,5.0,6.0,1913.0,2002.0,0.1505,0.1048,0.0604,0.0556,0.1548,0.0,0.1736,0.2509,0.2331,0.1578,0.2666,0.178,0.1354,365.0,0.1584,0.0,75.0,440.0,0.2548,0.1963,0.3612,0.2496,694.0,0.0,0.0,694.0,0.0,0.0,1.0,0.0,2.0,1.0,0.2698,4.0,0.1814,1.0,0.2122,0.1201,1990.0,0.2067,1.0,352.0,0.2222,0.2296,0.305,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.247,0.0,0.0,3.0,2007.0,0.1035,0.1726
50.0,0.259,67.0,12354.0,0.5818,0.4211,0.1993,0.2376,0.5682,0.1875,0.3097,0.0279,0.1133,0.1256,0.2426,0.1086,6.0,8.0,1920.0,2000.0,0.1505,0.1048,0.06,0.0529,0.1548,0.0,0.1736,0.2509,0.1369,0.1578,0.1769,0.2071,0.1522,0.0,0.1584,0.0,684.0,684.0,0.2548,0.2163,0.6388,0.2496,684.0,512.0,0.0,1196.0,0.0,0.0,1.0,0.0,3.0,1.0,0.2698,7.0,0.1814,0.0,0.0,0.1201,2005.0,0.2067,2.0,528.0,0.193,0.2296,0.4298,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.2971,0.227,800.0,8.0,2009.0,0.1196,0.1726
20.0,0.259,105.0,15431.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0688,0.1133,0.1256,0.2426,0.1335,10.0,5.0,2008.0,2008.0,0.1921,0.1048,0.0856,0.0765,0.2631,200.0,0.4419,0.2509,0.2331,0.3667,0.2666,0.2769,0.2099,1767.0,0.18,539.0,788.0,3094.0,0.2548,0.2964,0.6388,0.2496,2402.0,0.0,0.0,2402.0,1.0,0.0,2.0,0.0,2.0,1.0,0.4179,10.0,0.1814,2.0,0.2122,0.1817,2008.0,0.3491,3.0,672.0,0.193,0.2296,0.4298,0.0,72.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,0.1035,0.1726
90.0,0.259,92.0,12108.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0279,0.1133,0.1256,0.1744,0.1335,4.0,4.0,1955.0,1955.0,0.1505,0.1048,0.0856,0.0765,0.2028,270.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.1441,133.0,0.1584,0.0,1307.0,1440.0,0.2548,0.1963,0.3612,0.1438,1440.0,0.0,0.0,1440.0,0.0,0.0,2.0,0.0,4.0,2.0,0.1343,8.0,0.1814,0.0,0.0,0.0925,1980.66681183201,0.1503,0.0,0.0,0.1064,0.1263,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,0.1035,0.1726
50.0,0.1713,52.0,6240.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0271,0.1133,0.1256,0.2426,0.1086,5.0,7.0,1930.0,1992.0,0.1505,0.1048,0.0599,0.0534,0.1548,0.0,0.1736,0.2509,0.2331,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,1078.0,1078.0,0.2548,0.1963,0.6388,0.2496,1128.0,445.0,0.0,1573.0,0.0,0.0,2.0,0.0,3.0,1.0,0.178,8.0,0.1814,1.0,0.2122,0.1201,1930.0,0.2067,2.0,360.0,0.193,0.2296,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.1035,0.1726
120.0,0.259,53.0,3922.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0424,0.1133,0.1256,0.2377,0.1335,7.0,5.0,2006.0,2007.0,0.1505,0.1048,0.0604,0.0575,0.2028,72.0,0.2786,0.2509,0.2331,0.3667,0.2666,0.222,0.1522,0.0,0.1584,0.0,1258.0,1258.0,0.2548,0.2964,0.6388,0.2496,1258.0,0.0,0.0,1258.0,0.0,0.0,2.0,0.0,2.0,1.0,0.2698,6.0,0.1814,1.0,0.2122,0.1817,2007.0,0.3491,3.0,648.0,0.193,0.2296,0.4298,144.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,0.1641,0.2682
60.0,0.259,70.0,8750.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.043,0.1133,0.1256,0.2426,0.1593,7.0,5.0,1994.0,1995.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.2786,0.2303,0.2331,0.2273,0.2666,0.178,0.2099,642.0,0.1584,0.0,273.0,915.0,0.2548,0.2964,0.6388,0.2496,933.0,975.0,0.0,1908.0,1.0,0.0,2.0,1.0,4.0,1.0,0.2698,8.0,0.1814,1.0,0.1928,0.1817,1994.0,0.2067,2.0,493.0,0.193,0.2296,0.4298,144.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,0.1035,0.1726
20.0,0.259,73.0,9855.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1875,0.3097,0.0279,0.1133,0.1256,0.2426,0.1335,6.0,5.0,1956.0,1956.0,0.1921,0.1048,0.06,0.0529,0.1548,0.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,1436.0,1436.0,0.2548,0.1709,0.6388,0.2496,1689.0,0.0,0.0,1689.0,0.0,0.0,1.0,0.0,3.0,1.0,0.178,7.0,0.1814,1.0,0.2122,0.1817,1956.0,0.2067,2.0,480.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,0.0,0.0,11.0,2009.0,0.0859,0.1726
20.0,0.259,137.0,16492.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1875,0.3097,0.0317,0.1387,0.1256,0.2426,0.1335,6.0,6.0,1966.0,2002.0,0.1505,0.1048,0.078,0.0599,0.1548,0.0,0.2786,0.2509,0.155,0.1578,0.2666,0.178,0.1441,247.0,0.1414,713.0,557.0,1517.0,0.2548,0.2964,0.6388,0.2496,1888.0,0.0,0.0,1888.0,0.0,0.0,2.0,1.0,2.0,1.0,0.2698,6.0,0.1665,1.0,0.2122,0.1817,1966.0,0.3491,2.0,578.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,0.1035,0.1726
60.0,0.259,76.48157556414185,11214.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1875,0.3097,0.0419,0.1133,0.1256,0.2426,0.1593,7.0,5.0,1998.0,1999.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.178,0.1522,0.0,0.1584,0.0,930.0,930.0,0.2548,0.2163,0.6388,0.2496,956.0,930.0,0.0,1886.0,0.0,0.0,2.0,1.0,4.0,1.0,0.2698,10.0,0.1814,1.0,0.1928,0.1817,1998.0,0.3491,2.0,431.0,0.193,0.2296,0.4298,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,0.1035,0.1726
50.0,0.1713,50.0,8600.0,0.5818,0.0,0.1993,0.1887,0.5682,0.1826,0.3097,0.0218,0.1133,0.1256,0.2426,0.1086,6.0,6.0,1937.0,1950.0,0.1505,0.1048,0.0599,0.0534,0.1548,0.0,0.1736,0.2509,0.1369,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,780.0,780.0,0.2548,0.1963,0.6388,0.2496,780.0,596.0,0.0,1376.0,0.0,0.0,2.0,0.0,3.0,1.0,0.178,7.0,0.1814,1.0,0.2122,0.1201,1937.0,0.2067,1.0,198.0,0.193,0.2296,0.2652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,0.1035,0.1726
50.0,0.1713,50.0,6000.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0279,0.1133,0.1256,0.2426,0.1086,3.0,7.0,1948.0,2002.0,0.1505,0.1048,0.0599,0.0534,0.1548,0.0,0.1736,0.2303,0.155,0.1578,0.2666,0.178,0.1441,331.0,0.1584,0.0,318.0,649.0,0.2548,0.2964,0.6388,0.2496,679.0,504.0,0.0,1183.0,0.0,0.0,1.0,1.0,2.0,1.0,0.178,6.0,0.1814,0.0,0.0,0.1201,1981.0,0.2067,1.0,308.0,0.193,0.2296,0.4298,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,0.1035,0.1726
30.0,0.1713,70.0,5684.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0279,0.1133,0.1256,0.2426,0.1335,6.0,8.0,1930.0,2005.0,0.1921,0.1048,0.06,0.0529,0.1548,0.0,0.1736,0.2509,0.1369,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,813.0,813.0,0.2548,0.2964,0.6388,0.1632,813.0,0.0,0.0,813.0,0.0,0.0,1.0,0.0,2.0,1.0,0.2698,5.0,0.1814,0.0,0.0,0.1201,1932.0,0.2067,1.0,270.0,0.1272,0.1401,0.2652,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,0.1035,0.1726
20.0,0.259,62.0,70761.0,0.5818,0.0,0.2493,0.2685,0.5682,0.1826,0.3386,0.0462,0.1133,0.1256,0.2426,0.1335,7.0,5.0,1975.0,1975.0,0.1505,0.2275,0.0705,0.0599,0.1548,0.0,0.1736,0.2509,0.155,0.2273,0.2666,0.2769,0.1441,655.0,0.1584,0.0,878.0,1533.0,0.2548,0.1963,0.6388,0.2496,1533.0,0.0,0.0,1533.0,1.0,0.0,2.0,0.0,2.0,1.0,0.2698,5.0,0.1814,2.0,0.1928,0.1817,1975.0,0.2067,2.0,576.0,0.193,0.2296,0.4298,200.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,0.1035,0.1726
60.0,0.259,70.51932969807298,9303.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1875,0.3097,0.0527,0.1133,0.1256,0.2426,0.1593,6.0,5.0,1996.0,1997.0,0.1921,0.1048,0.0856,0.0765,0.2028,42.0,0.2786,0.2509,0.2331,0.3667,0.2666,0.178,0.1441,742.0,0.1584,0.0,130.0,872.0,0.2548,0.2964,0.6388,0.2496,888.0,868.0,0.0,1756.0,1.0,0.0,2.0,1.0,3.0,1.0,0.178,7.0,0.1814,0.0,0.0,0.1817,1996.0,0.3491,2.0,422.0,0.193,0.2296,0.4298,144.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,0.1035,0.1726
60.0,0.2902,75.0,9000.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.049,0.1133,0.1256,0.2426,0.1593,8.0,5.0,2008.0,2008.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.178,0.1522,0.0,0.1584,0.0,768.0,768.0,0.2548,0.2964,0.6388,0.2496,786.0,804.0,0.0,1590.0,0.0,0.0,2.0,1.0,3.0,1.0,0.2698,6.0,0.1814,0.0,0.0,0.1817,2008.0,0.2939,2.0,676.0,0.193,0.2296,0.4298,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,0.1035,0.1726
